dataset_number,proposed_filename,section,source_relative_path,source_extension,technique,content_label
454,VZ2_062_021_UK_D_0454_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
455,VZ2_062_021_UK_D_0455_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
456,VZ2_062_021_UK_D_0456_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
457,VZ2_062_021_UK_D_0457_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
458,VZ2_062_021_UK_D_0458_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
459,VZ2_062_021_UK_D_0459_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
460,VZ2_062_021_UK_D_0460_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
461,VZ2_062_021_UK_D_0461_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
462,VZ2_062_021_UK_D_0462_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
463,VZ2_062_021_UK_D_0463_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
464,VZ2_062_021_UK_D_0464_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
465,VZ2_062_021_UK_D_0465_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
466,VZ2_062_021_UK_D_0466_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
467,VZ2_062_021_UK_D_0467_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
468,VZ2_062_021_UK_D_0468_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
469,VZ2_062_021_UK_D_0469_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
470,VZ2_062_021_UK_D_0470_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
471,VZ2_062_021_UK_D_0471_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
472,VZ2_062_021_UK_D_0472_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
473,VZ2_062_021_UK_D_0473_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
474,VZ2_062_021_UK_D_0474_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
475,VZ2_062_021_UK_D_0475_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
476,VZ2_062_021_UK_D_0476_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
477,VZ2_062_021_UK_D_0477_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
478,VZ2_062_021_UK_D_0478_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
479,VZ2_062_021_UK_D_0479_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
480,VZ2_062_021_UK_D_0480_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
481,VZ2_062_021_UK_D_0481_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
482,VZ2_062_021_UK_D_0482_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
483,VZ2_062_021_UK_D_0483_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
484,VZ2_062_021_UK_D_0484_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_29_Loopeis 1,46V_180s_4_PEIS from 650Hz to 100Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 650Hz and 100Hz."
485,VZ2_062_021_UK_D_0485_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
486,VZ2_062_021_UK_D_0486_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
487,VZ2_062_021_UK_D_0487_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
488,VZ2_062_021_UK_D_0488_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
489,VZ2_062_021_UK_D_0489_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
490,VZ2_062_021_UK_D_0490_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
491,VZ2_062_021_UK_D_0491_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
492,VZ2_062_021_UK_D_0492_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
493,VZ2_062_021_UK_D_0493_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
494,VZ2_062_021_UK_D_0494_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
495,VZ2_062_021_UK_D_0495_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
496,VZ2_062_021_UK_D_0496_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
497,VZ2_062_021_UK_D_0497_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
498,VZ2_062_021_UK_D_0498_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
499,VZ2_062_021_UK_D_0499_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
500,VZ2_062_021_UK_D_0500_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
501,VZ2_062_021_UK_D_0501_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
502,VZ2_062_021_UK_D_0502_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
503,VZ2_062_021_UK_D_0503_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
504,VZ2_062_021_UK_D_0504_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_30_Loopeis 1,46V_180s_5_PEIS from 65Hz to 10Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65Hz and 10Hz."
505,VZ2_062_021_UK_D_0505_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_01_Loopeis 1,46V_30s_1_initial_loops_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, initial loops."
506,VZ2_062_021_UK_D_0506_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_01_Loopeis 1,46V_30s_1_initial_loops_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, initial loops."
507,VZ2_062_021_UK_D_0507_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
508,VZ2_062_021_UK_D_0508_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
509,VZ2_062_021_UK_D_0509_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
510,VZ2_062_021_UK_D_0510_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
511,VZ2_062_021_UK_D_0511_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
512,VZ2_062_021_UK_D_0512_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
513,VZ2_062_021_UK_D_0513_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
514,VZ2_062_021_UK_D_0514_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
515,VZ2_062_021_UK_D_0515_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
516,VZ2_062_021_UK_D_0516_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
517,VZ2_062_021_UK_D_0517_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
518,VZ2_062_021_UK_D_0518_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
519,VZ2_062_021_UK_D_0519_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
520,VZ2_062_021_UK_D_0520_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
521,VZ2_062_021_UK_D_0521_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
522,VZ2_062_021_UK_D_0522_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
523,VZ2_062_021_UK_D_0523_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
524,VZ2_062_021_UK_D_0524_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
525,VZ2_062_021_UK_D_0525_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
526,VZ2_062_021_UK_D_0526_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_02_Loopeis 1,46V_30s_2_PEIS from 65kHz to 10kHz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65kHz and 10kHz."
527,VZ2_062_021_UK_D_0527_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_03_Loopeis 1,46V_30s_3_PEIS from 6500Hz to 1000Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 30 s, with PEIS frequency in between 6500Hz and 1000Hz."
